LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2,default_payment_next_month
80000,female,university,single,24,on time,on time,2346,0,0,1
120000,male,graduate school,single,31,2 month(s) late,on time,25719,5000,3000,1
120000,male,high school,married,53,on time,on time,291,291,0,0
30000,male,graduate school,single,23,on time,on time,29025,1507,5538,0
380000,male,graduate school,single,36,on time,on time,68943,8000,5000,0
80000,female,university,married,37,2 month(s) late,2 month(s) late,80508,3100,0,1
20000,female,university,single,26,on time,on time,17938,1456,1005,0
160000,male,high school,married,34,on time,on time,2947,2000,2000,0
230000,female,university,single,26,on time,on time,8328,0,600,1
370000,male,university,single,39,2 month(s) late,on time,334394,14005,12004,1
30000,female,high school,married,41,1 month(s) late,2 month(s) late,29717,0,2000,0
20000,female,university,single,24,on time,on time,20073,1319,1291,0
20000,male,university,single,23,1 month(s) late,3 month(s) late,17529,0,780,1
470000,male,university,married,52,on time,on time,84672,5000,5000,0
220000,female,university,single,29,on time,on time,36106,3000,3000,1
80000,male,high school,single,32,on time,on time,78887,2569,2000,0
180000,female,university,married,33,on time,on time,0,0,0,0
100000,female,university,single,39,on time,on time,24110,2000,20159,0
10000,female,university,single,21,on time,on time,7888,1383,1000,0
280000,female,university,married,51,on time,on time,2477,3470,0,0
110000,female,graduate school,married,31,2 month(s) late,2 month(s) late,107507,7960,0,1
210000,female,graduate school,single,27,on time,on time,135066,5600,4000,0
200000,female,graduate school,married,36,on time,on time,10317,5788,8587,0
260000,male,graduate school,single,27,on time,on time,868,1320,1770,0
600000,male,graduate school,single,36,on time,on time,-1,0,1096,0
330000,male,university,married,47,on time,on time,19540,25487,166744,0
500000,female,graduate school,single,31,on time,on time,258257,25239,18011,0
200000,male,graduate school,other,29,on time,on time,7505,5919,3017,0
200000,male,university,married,36,2 month(s) late,on time,7300,3238,2655,1
210000,female,university,single,27,on time,on time,5353,280,4609,0
500000,female,graduate school,married,46,on time,on time,3982,3718,13023,0
10000,female,university,married,44,on time,on time,4125,1275,0,0
160000,female,graduate school,single,24,on time,on time,37000,0,0,0
50000,female,high school,married,42,on time,on time,50906,2009,1180,0
130000,male,university,single,33,1 month(s) late,2 month(s) late,130565,5012,0,0
140000,female,graduate school,single,28,on time,on time,138036,6600,7000,1
80000,female,university,single,45,on time,on time,83150,0,8000,0
500000,female,graduate school,single,31,on time,on time,17496,2000,5000,1
500000,female,university,married,39,on time,on time,146700,4585,3789,0
320000,female,university,married,35,on time,on time,4050,1073,1789,0
50000,male,university,single,29,1 month(s) late,2 month(s) late,49612,0,1900,0
120000,female,university,single,40,on time,on time,4180,1000,0,0
500000,male,graduate school,married,59,on time,on time,0,0,994,1
290000,female,university,married,42,on time,on time,-132,18496,2429,0
280000,male,graduate school,married,50,on time,on time,19378,348,4399,0
30000,female,high school,married,41,on time,on time,39230,1618,2000,1
80000,male,graduate school,single,31,1 month(s) late,2 month(s) late,21004,0,2500,1
50000,male,university,single,24,on time,on time,48136,3700,5396,0
10000,male,high school,single,24,1 month(s) late,2 month(s) late,7826,1200,0,0
550000,male,graduate school,married,49,on time,on time,42141,1522,1495,1
60000,male,university,single,41,on time,on time,14895,6750,5784,0
140000,female,university,married,28,on time,on time,5925,2000,0,0
50000,female,university,single,28,on time,on time,46096,1442,1403,0
300000,female,university,married,27,on time,on time,286321,20000,12003,1
30000,female,high school,married,29,2 month(s) late,2 month(s) late,26836,2500,2670,1
50000,female,university,single,25,1 month(s) late,on time,0,0,0,1
250000,female,university,married,33,2 month(s) late,2 month(s) late,2500,0,0,1
60000,male,graduate school,single,39,on time,on time,54978,2050,2053,0
80000,male,high school,single,44,2 month(s) late,on time,57076,2800,2200,0
480000,male,graduate school,single,33,1 month(s) late,on time,-897,0,0,0
30000,male,university,married,44,1 month(s) late,3 month(s) late,23171,0,0,1
10000,female,university,single,25,on time,on time,9150,1185,1030,0
410000,female,graduate school,single,41,on time,on time,0,0,0,0
100000,male,graduate school,married,33,on time,on time,38219,5000,3000,0
200000,male,high school,married,41,on time,on time,84573,2544,1433,0
380000,female,university,married,48,on time,on time,363191,15504,14000,0
100000,male,university,single,27,on time,on time,41298,2000,2500,0
50000,female,high school,married,27,on time,on time,37651,1754,2900,1
130000,female,university,married,28,on time,on time,107216,4000,4000,1
120000,male,university,single,34,on time,on time,131773,3000,1944,0
150000,female,university,married,42,on time,on time,139172,6022,5022,0
310000,female,graduate school,married,39,on time,on time,1989,4566,5433,0
110000,female,university,single,51,on time,on time,150000,0,0,0
420000,male,university,married,37,on time,on time,415257,16850,15522,1
140000,male,university,married,28,on time,on time,6007,7340,7983,1
500000,female,graduate school,married,37,1 month(s) late,on time,0,0,0,1
260000,female,university,single,26,on time,on time,258364,45446,9000,0
90000,female,university,married,48,on time,on time,316,316,316,1
90000,female,university,single,41,on time,on time,48276,2281,1219,0
20000,male,high school,single,35,on time,3 month(s) late,8918,0,0,0
30000,male,university,single,36,on time,on time,36124,2500,2215,1
140000,female,university,married,36,on time,on time,45849,2100,2100,0
340000,female,university,single,32,on time,on time,80174,3871,3136,0
120000,female,graduate school,single,31,on time,on time,-66,0,0,0
420000,male,graduate school,married,34,on time,on time,18037,3048,3016,0
100000,male,high school,married,48,on time,on time,6345,0,0,0
350000,female,university,single,37,on time,on time,128146,4052,1700,0
50000,male,university,married,26,on time,on time,48992,1769,1003,0
30000,female,graduate school,single,28,2 month(s) late,2 month(s) late,37,0,0,0
360000,female,graduate school,single,29,on time,on time,1766,4534,14697,0
20000,female,high school,single,23,on time,on time,17432,1165,19325,0
400000,female,university,single,38,on time,on time,2988,1222,1000,0
170000,male,high school,married,45,on time,on time,40441,5000,2000,0
110000,female,university,married,36,1 month(s) late,2 month(s) late,10448,0,5000,1
200000,female,university,married,37,on time,on time,390,31638,770,1
200000,female,graduate school,married,32,on time,on time,6540,17301,3009,0
360000,male,graduate school,single,29,on time,on time,5143,6159,1870,0
500000,male,graduate school,married,37,on time,on time,1961,1188,0,0
20000,male,university,single,22,on time,on time,18462,1510,3875,0
270000,male,high school,married,32,3 month(s) late,2 month(s) late,150616,0,7100,0
20000,male,university,single,44,1 month(s) late,2 month(s) late,6535,0,1500,1
350000,female,graduate school,married,43,on time,on time,0,0,0,0
150000,female,university,married,26,on time,on time,115786,10000,5250,0
260000,female,graduate school,single,30,on time,on time,83138,14038,5018,0
90000,male,graduate school,single,33,on time,on time,1650,721,0,0
310000,female,university,married,32,on time,on time,162530,6100,4252,0
210000,female,graduate school,single,43,1 month(s) late,on time,-3309,184212,5482,0
40000,female,university,married,45,1 month(s) late,2 month(s) late,11402,0,1200,1
80000,female,university,married,25,1 month(s) late,on time,0,0,0,0
50000,male,high school,single,22,on time,on time,6673,1056,1000,1
370000,female,graduate school,married,46,on time,on time,26555,1572,166235,0
130000,male,university,single,28,on time,on time,113613,5847,3413,0
710000,female,university,married,40,on time,on time,5200,0,0,1
180000,female,high school,single,24,1 month(s) late,on time,0,35300,1000,0
80000,female,university,married,30,on time,on time,42755,3000,1800,0
560000,female,graduate school,single,32,on time,on time,68199,1548,1446,0
170000,female,graduate school,single,26,on time,on time,47642,4000,2006,0
30000,female,high school,married,63,on time,on time,8866,5884,11146,0
430000,female,graduate school,single,30,on time,on time,2202,7232,4723,0
500000,female,university,married,37,on time,on time,7325,355,355,0
10000,male,university,single,26,on time,on time,7606,2000,2000,1
130000,female,graduate school,single,25,on time,on time,5279,4000,4000,0
160000,female,university,single,50,on time,on time,3,13333,13333,0
150000,male,graduate school,single,33,1 month(s) late,2 month(s) late,88590,0,7400,1
340000,female,university,married,43,on time,on time,33245,249,27477,0
200000,female,university,married,37,on time,on time,184144,8017,8000,0
130000,male,university,single,37,on time,on time,125780,6500,5000,0
320000,female,high school,married,30,on time,on time,49889,2825,2961,0
50000,male,high school,married,54,2 month(s) late,on time,55518,3000,4000,0
360000,male,graduate school,married,46,on time,on time,2171,1068,91679,0
420000,female,university,single,29,on time,on time,408568,18000,18691,0
110000,male,graduate school,single,30,1 month(s) late,2 month(s) late,2932,0,2373,0
80000,male,university,single,35,on time,on time,26994,2000,30000,0
60000,female,high school,married,43,on time,on time,60283,3000,1700,1
60000,male,university,single,24,on time,on time,47757,1468,2000,0
210000,male,university,single,26,on time,on time,186109,5929,3272,0
360000,female,graduate school,married,46,on time,on time,42094,10600,30000,0
20000,male,university,single,48,on time,on time,6111,4500,0,0
150000,female,graduate school,single,42,1 month(s) late,on time,-874,0,0,0
310000,male,high school,single,30,on time,on time,-44,0,8959,0
240000,female,university,married,40,on time,on time,3571,2309,2637,1
160000,female,high school,married,55,on time,on time,4144,2016,3399,0
240000,female,graduate school,single,40,on time,2 month(s) late,1841,2,0,0
20000,male,graduate school,single,22,on time,on time,14677,3004,3006,0
190000,male,graduate school,married,55,on time,on time,390,390,390,1
280000,female,university,married,40,1 month(s) late,on time,-10,0,0,0
80000,male,university,other,58,on time,on time,3719,1000,0,0
290000,female,high school,married,49,on time,on time,169004,7600,7521,0
200000,female,graduate school,married,34,on time,on time,3987,1631,21698,0
320000,male,graduate school,married,50,on time,on time,6426,0,824,0
350000,female,university,single,27,on time,on time,16022,1600,1300,0
110000,male,graduate school,single,33,on time,on time,39768,5548,0,0
300000,female,university,married,37,1 month(s) late,on time,0,0,0,1
500000,female,graduate school,married,44,1 month(s) late,on time,706,1242,380,0
120000,female,graduate school,single,35,on time,on time,500,2483,252,0
80000,female,high school,other,31,on time,on time,5154,1124,1010,0
200000,female,university,single,33,on time,on time,198878,7700,7527,1
150000,female,graduate school,single,26,on time,on time,1551,2990,4175,1
150000,female,graduate school,single,40,on time,on time,145074,11000,6000,0
210000,male,university,married,42,1 month(s) late,on time,652,0,326,0
150000,male,university,single,36,on time,on time,5382,0,0,1
50000,female,graduate school,single,26,on time,on time,39052,6000,0,0
80000,male,university,married,33,on time,on time,79537,2359,1745,0
50000,male,university,married,34,on time,on time,2522,0,2522,0
20000,female,university,married,50,2 month(s) late,on time,17393,1315,2401,0
50000,male,university,married,37,on time,on time,27516,2000,1435,0
50000,male,graduate school,single,29,1 month(s) late,2 month(s) late,14497,0,12000,0
280000,male,university,married,46,1 month(s) late,2 month(s) late,188894,10101,8000,1
230000,male,university,married,51,on time,on time,197993,2965,3500,0
230000,male,university,single,30,on time,on time,38651,8000,0,1
80000,female,high school,married,37,on time,on time,63185,5021,10036,0
60000,female,university,other,35,on time,on time,12695,3000,0,0
200000,male,university,married,37,on time,on time,199669,9300,7851,0
30000,female,high school,single,22,on time,on time,-854,33404,1000,0
